"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.210","USA","FILE","0","9272","308","189","3","1686239280354"
"192.168.0.230","EUR","FILE","1","9178","293","106","5","1686239280357"
"192.168.0.180","USA","index.html","1","13838","468","113","4","1686239280362"
"192.168.0.200","ASI","APP","0","9685","321","166","1","1686239280365"
"192.168.0.230","EUR","index.html","2","9205","294","48","6","1686239280369"
"192.168.0.180","EUR","FILE","2","13889","469","68","5","1686239280371"
"192.168.0.210","EUR","APP","2","9306","309","48","6","1686239280376"
"192.168.0.250","USA","FILE","1","10193","337","82","3","1686239280379"
"192.168.0.190","USA","APP","0","14044","461","154","3","1686239280383"
"192.168.0.210","USA","FILE","1","9346","310","119","4","1686239280386"
"192.168.0.240","USA","APP","2","8753","298","71","4","1686239280391"
"192.168.0.180","EUR","APP","1","13912","470","115","6","1686239280394"
"192.168.0.220","USA","index.html","0","8761","299","176","3","1686239280398"
"192.168.0.240","EUR","FILE","2","8802","299","65","5","1686239280400"
"192.168.0.190","ASI","FILE","0","14080","462","177","3","1686239280403"
"192.168.0.220","USA","FILE","0","8798","300","147","3","1686239280408"
"192.168.0.240","EUR","index.html","1","8820","300","115","4","1686239280410"
"192.168.0.180","ASI","index.html","1","13932","471","87","3","1686239280414"
"192.168.0.210","ASI","FILE","2","9395","311","45","2","1686239280417"
"192.168.0.250","USA","APP","0","10225","338","127","4","1686239280422"
"192.168.0.190","ASI","FILE","2","14111","463","70","2","1686239280425"
"192.168.0.200","EUR","FILE","2","9731","322","75","5","1686239280429"
"192.168.0.230","ASI","index.html","1","9225","295","88","1","1686239280432"
"192.168.0.190","ASI","index.html","2","14134","464","64","2","1686239280436"
"192.168.0.210","ASI","index.html","0","9414","312","115","3","1686239280439"
"192.168.0.240","USA","index.html","2","8846","301","50","3","1686239280443"
"192.168.0.190","USA","index.html","2","14155","465","70","4","1686239280446"
"192.168.0.220","EUR","index.html","1","8817","301","97","4","1686239280449"
"192.168.0.230","USA","APP","1","9254","296","112","3","1686239280454"
"192.168.0.190","ASI","index.html","1","14173","466","109","2","1686239280457"
"192.168.0.210","EUR","FILE","1","9447","313","94","7","1686239280460"
"192.168.0.240","EUR","index.html","0","8866","302","103","6","1686239280463"
"192.168.0.190","USA","FILE","1","14220","467","119","3","1686239280468"
"192.168.0.220","USA","index.html","1","8839","302","78","4","1686239280472"
"192.168.0.240","EUR","FILE","1","8907","303","93","6","1686239280474"
"192.168.0.180","EUR","index.html","1","13950","472","114","4","1686239280478"
"192.168.0.200","ASI","APP","1","9765","323","81","1","1686239280482"
"192.168.0.250","USA","APP","0","10247","339","189","4","1686239280486"
"192.168.0.190","ASI","index.html","1","14238","468","112","2","1686239280490"
"192.168.0.220","EUR","FILE","1","8871","303","81","4","1686239280493"
"192.168.0.240","EUR","APP","0","8935","304","182","6","1686239280495"
"192.168.0.180","ASI","APP","0","13981","473","108","3","1686239280502"
"192.168.0.200","EUR","index.html","2","9789","324","59","7","1686239280505"
"192.168.0.240","EUR","index.html","1","8953","305","109","5","1686239280508"
"192.168.0.190","ASI","APP","1","14265","469","84","3","1686239280511"
"192.168.0.210","USA","APP","2","9483","314","45","4","1686239280516"
"192.168.0.240","USA","index.html","2","8981","306","45","3","1686239280519"
"192.168.0.190","USA","index.html","0","14280","470","189","3","1686239280522"
"192.168.0.220","EUR","index.html","1","8893","304","78","4","1686239280526"
"192.168.0.250","ASI","APP","1","10282","340","79","1","1686239280531"
"192.168.0.180","USA","APP","0","14010","474","154","3","1686239280534"
"192.168.0.200","ASI","APP","2","9830","325","46","2","1686239280538"
"192.168.0.230","ASI","index.html","1","9273","297","100","3","1686239280541"
"192.168.0.180","ASI","index.html","0","14029","475","114","1","1686239280546"
"192.168.0.210","ASI","APP","1","9515","315","87","3","1686239280549"
"192.168.0.240","ASI","FILE","1","9018","307","113","2","1686239280552"
"192.168.0.180","USA","index.html","2","14053","476","59","4","1686239280555"
"192.168.0.220","EUR","APP","2","8924","305","70","4","1686239280560"
"192.168.0.230","ASI","APP","2","9310","298","49","2","1686239280563"
"192.168.0.190","USA","FILE","1","14322","471","110","3","1686239280566"
"192.168.0.220","EUR","index.html","1","8942","306","112","4","1686239280569"
"192.168.0.250","EUR","index.html","2","10311","341","43","4","1686239280572"
"192.168.0.180","EUR","index.html","1","14071","477","108","6","1686239280578"
"192.168.0.210","ASI","APP","1","9540","316","119","1","1686239280581"
"192.168.0.240","EUR","FILE","0","9050","308","129","4","1686239280584"
"192.168.0.180","ASI","APP","1","14099","478","103","1","1686239280587"
"192.168.0.220","ASI","index.html","2","8966","307","56","2","1686239280592"
"192.168.0.250","ASI","APP","2","10343","342","56","2","1686239280595"
"192.168.0.190","EUR","index.html","1","14340","472","111","6","1686239280599"
"192.168.0.200","USA","index.html","1","9848","326","119","4","1686239280602"
"192.168.0.230","USA","FILE","1","9343","299","84","4","1686239280608"
"192.168.0.180","USA","FILE","1","14138","479","109","4","1686239280611"
"192.168.0.210","USA","APP","0","9563","317","120","4","1686239280614"
"192.168.0.240","USA","APP","1","9079","309","96","3","1686239280618"
"192.168.0.180","EUR","FILE","2","14183","480","58","5","1686239280623"
"192.168.0.220","EUR","FILE","2","8999","308","67","5","1686239280627"
"192.168.0.230","USA","FILE","0","9383","300","117","4","1686239280630"
"192.168.0.180","EUR","index.html","2","14203","481","79","7","1686239280633"
"192.168.0.210","ASI","index.html","2","9588","318","54","3","1686239280638"
"192.168.0.230","EUR","APP","2","9409","301","72","7","1686239280641"
"192.168.0.180","ASI","index.html","0","14220","482","136","2","1686239280644"
"192.168.0.200","EUR","APP","0","9871","327","124","6","1686239280647"
"192.168.0.230","EUR","index.html","1","9428","302","97","5","1686239280655"
"192.168.0.180","ASI","APP","0","14241","483","157","3","1686239280658"
"192.168.0.200","USA","index.html","0","9886","328","185","3","1686239280661"
"192.168.0.240","ASI","index.html","1","9097","310","118","3","1686239280664"
"192.168.0.190","ASI","FILE","2","14380","473","64","3","1686239280669"
"192.168.0.210","USA","APP","1","9613","319","105","3","1686239280673"
"192.168.0.250","EUR","APP","0","10368","343","137","4","1686239280676"
"192.168.0.180","USA","FILE","2","14286","484","70","3","1686239280679"
"192.168.0.200","USA","APP","1","9915","329","88","3","1686239280685"
"192.168.0.240","EUR","index.html","2","9120","311","62","4","1686239280688"
"192.168.0.180","ASI","FILE","0","14312","485","179","2","1686239280691"
"192.168.0.200","USA","index.html","1","9934","330","99","3","1686239280694"
"192.168.0.250","USA","APP","1","10400","344","107","4","1686239280699"
"192.168.0.180","USA","FILE","1","14348","486","81","3","1686239280702"
"192.168.0.220","USA","APP","1","9026","309","114","3","1686239280706"
"192.168.0.230","EUR","index.html","0","9446","303","129","5","1686239280710"
"192.168.0.180","ASI","index.html","2","14371","487","62","1","1686239280716"
"192.168.0.210","EUR","APP","1","9636","320","118","5","1686239280719"
"192.168.0.250","ASI","APP","0","10422","345","183","2","1686239280722"
"192.168.0.190","ASI","FILE","0","14422","474","138","1","1686239280726"
"192.168.0.220","ASI","index.html","1","9046","310","91","3","1686239280731"
"192.168.0.250","USA","APP","1","10456","346","83","4","1686239280734"
"192.168.0.180","EUR","index.html","2","14397","488","49","5","1686239280738"
"192.168.0.220","ASI","FILE","0","9079","311","188","2","1686239280741"
"192.168.0.250","EUR","index.html","0","10472","347","155","6","1686239280744"
"192.168.0.180","USA","FILE","2","14440","489","43","4","1686239280747"
"192.168.0.210","USA","index.html","0","9653","321","151","4","1686239280750"
"192.168.0.250","EUR","FILE","2","10522","348","65","5","1686239280753"
"192.168.0.180","EUR","index.html","0","14455","490","182","7","1686239280756"
"192.168.0.220","USA","index.html","1","9098","312","98","4","1686239280761"
"192.168.0.230","ASI","APP","1","9471","304","112","2","1686239280765"
"192.168.0.180","ASI","index.html","0","14473","491","127","3","1686239280767"
"192.168.0.210","EUR","FILE","1","9698","322","86","6","1686239280770"
"192.168.0.240","EUR","APP","1","9147","312","89","5","1686239280774"
"192.168.0.190","USA","index.html","2","14450","475","45","3","1686239280778"
"192.168.0.220","EUR","FILE","2","9147","313","49","7","1686239280782"
"192.168.0.250","ASI","APP","0","10551","349","135","3","1686239280785"
"192.168.0.180","ASI","FILE","2","14527","492","48","2","1686239280788"
"192.168.0.220","EUR","APP","2","9179","314","66","4","1686239280793"
"192.168.0.240","USA","APP","1","9170","313","107","4","1686239280795"
"192.168.0.180","EUR","FILE","0","14562","493","103","5","1686239280798"
"192.168.0.220","EUR","FILE","2","9226","315","72","5","1686239280802"
"192.168.0.230","ASI","FILE","0","9514","305","175","2","1686239280806"
"192.168.0.180","USA","FILE","2","14600","494","49","3","1686239280809"
"192.168.0.220","USA","APP","2","9263","316","54","3","1686239280812"
"192.168.0.250","EUR","FILE","2","10597","350","58","6","1686239280814"
"192.168.0.180","ASI","APP","1","14629","495","108","3","1686239280818"
"192.168.0.200","ASI","FILE","2","9972","331","68","3","1686239280823"
"192.168.0.230","USA","APP","1","9541","306","77","3","1686239280826"
"192.168.0.190","EUR","APP","2","14482","476","78","5","1686239280830"
"192.168.0.200","ASI","index.html","1","9992","332","94","1","1686239280833"
"192.168.0.230","EUR","APP","0","9569","307","126","7","1686239280838"
"192.168.0.180","USA","FILE","2","14677","496","66","4","1686239280841"
"192.168.0.220","ASI","FILE","0","9302","317","140","3","1686239280844"
"192.168.0.230","ASI","APP","2","9604","308","49","2","1686239280847"
"192.168.0.190","ASI","APP","0","14503","477","181","2","1686239280850"
"192.168.0.200","EUR","index.html","1","10012","333","94","5","1686239280857"
"192.168.0.230","ASI","APP","1","9627","309","115","3","1686239280860"
"192.168.0.180","EUR","index.html","2","14706","497","43","5","1686239280863"
"192.168.0.220","EUR","APP","1","9332","318","95","7","1686239280866"
"192.168.0.230","USA","index.html","0","9643","310","177","4","1686239280871"
"192.168.0.180","EUR","FILE","0","14736","498","148","7","1686239280874"
"192.168.0.210","EUR","APP","2","9731","323","66","7","1686239280877"
"192.168.0.240","EUR","FILE","1","9201","314","105","7","1686239280880"
"192.168.0.190","USA","index.html","1","14522","478","101","4","1686239280886"
"192.168.0.200","EUR","index.html","1","10032","334","88","6","1686239280889"
"192.168.0.250","USA","index.html","1","10618","351","85","4","1686239280893"
"192.168.0.190","EUR","APP","2","14560","479","48","5","1686239280896"
"192.168.0.210","USA","APP","0","9762","324","148","3","1686239280901"
"192.168.0.230","USA","APP","1","9675","311","118","3","1686239280905"
"192.168.0.180","EUR","index.html","1","14755","499","105","5","1686239280908"
"192.168.0.220","EUR","FILE","1","9377","319","101","5","1686239280912"
"192.168.0.240","EUR","index.html","2","9222","315","70","6","1686239280917"
"192.168.0.190","EUR","index.html","1","14580","480","86","7","1686239280920"
"192.168.0.210","ASI","FILE","0","9795","325","138","3","1686239280923"
"192.168.0.230","EUR","FILE","1","9707","312","113","7","1686239280926"
"192.168.0.190","EUR","FILE","2","14629","481","54","5","1686239280930"
"192.168.0.220","EUR","index.html","2","9398","320","74","7","1686239280934"
"192.168.0.230","ASI","APP","0","9731","313","195","1","1686239280937"
"192.168.0.190","USA","FILE","0","14656","482","185","4","1686239280939"
"192.168.0.200","USA","index.html","0","10047","335","197","3","1686239280942"
"192.168.0.250","EUR","FILE","1","10652","352","93","5","1686239280947"
"192.168.0.190","ASI","APP","0","14690","483","101","1","1686239280951"
"192.168.0.200","USA","index.html","2","10068","336","71","4","1686239280953"
"192.168.0.250","USA","APP","2","10682","353","62","4","1686239280956"
"192.168.0.180","USA","index.html","1","14776","500","84","3","1686239280960"
"192.168.0.210","EUR","index.html","1","9814","326","96","5","1686239280964"
"192.168.0.240","ASI","FILE","1","9267","316","83","1","1686239280968"
"192.168.0.180","ASI","index.html","0","14793","501","153","1","1686239280972"
"192.168.0.210","ASI","APP","2","9846","327","51","3","1686239280975"
"192.168.0.230","ASI","FILE","2","9783","314","48","1","1686239280980"
"192.168.0.180","USA","APP","0","14823","502","126","3","1686239280983"
"192.168.0.200","EUR","FILE","2","10102","337","61","5","1686239280986"
"192.168.0.240","USA","FILE","1","9317","317","78","4","1686239280989"
"192.168.0.180","USA","FILE","0","14859","503","190","3","1686239280994"
"192.168.0.210","USA","APP","1","9879","328","89","4","1686239280997"
"192.168.0.240","EUR","index.html","2","9338","318","74","4","1686239281000"
"192.168.0.190","ASI","APP","1","14719","484","94","2","1686239281003"
"192.168.0.210","EUR","APP","1","9905","329","104","7","1686239281006"
"192.168.0.250","EUR","FILE","2","10731","354","79","4","1686239281011"
"192.168.0.190","ASI","APP","1","14750","485","81","3","1686239281016"
"192.168.0.200","ASI","index.html","2","10130","338","44","1","1686239281019"
"192.168.0.250","EUR","APP","2","10762","355","76","4","1686239281023"
"192.168.0.190","ASI","index.html","0","14769","486","117","3","1686239281027"
"192.168.0.210","USA","FILE","0","9936","330","181","4","1686239281030"
"192.168.0.230","ASI","APP","0","9804","315","178","1","1686239281033"
"192.168.0.190","USA","index.html","2","14793","487","58","4","1686239281036"
"192.168.0.220","USA","FILE","0","9440","321","147","3","1686239281042"
"192.168.0.250","EUR","APP","0","10792","356","105","6","1686239281044"
"192.168.0.180","USA","APP","0","14893","504","103","3","1686239281048"
"192.168.0.210","USA","APP","1","9966","331","118","3","1686239281051"
"192.168.0.230","EUR","APP","0","9828","316","157","7","1686239281054"
"192.168.0.180","EUR","APP","0","14919","505","105","5","1686239281058"
"192.168.0.220","ASI","index.html","1","9461","322","83","1","1686239281061"
"192.168.0.230","USA","FILE","2","9876","317","63","4","1686239281064"
"192.168.0.180","EUR","APP","0","14945","506","126","6","1686239281067"
"192.168.0.220","EUR","index.html","2","9483","323","68","7","1686239281070"
"192.168.0.230","ASI","index.html","0","9891","318","186","1","1686239281074"
"192.168.0.190","USA","FILE","0","14821","488","187","3","1686239281078"
"192.168.0.220","ASI","APP","0","9509","324","122","1","1686239281081"
"192.168.0.230","USA","FILE","2","9933","319","40","3","1686239281084"
"192.168.0.190","ASI","APP","1","14852","489","89","3","1686239281086"
"192.168.0.210","ASI","APP","2","9998","332","58","2","1686239281091"
"192.168.0.240","ASI","APP","2","9374","319","59","1","1686239281096"
"192.168.0.190","EUR","FILE","0","14887","490","102","5","1686239281099"
